sp_cat,sp_key,scientific_name_dataset,common_name_dataset,worms_id,gbif_id,redlist_code,rl_score,suitability,suit_rl,pct_total
fish,Fis-169080,Photopectoralis aureus,Golden ponyfish,1013107,NA,LC,0.2,21.060518731988473,4.212103746397695,8.421174923626884e-5
other,W-Scl-207416,Cyphastrea microphthalma,NA,207416,NA,LC,0.2,21.035668789808916,4.207133757961784,8.411238524975023e-5
fish,Fis-53388,Dibranchus japonicus,Japanese seabat,272609,NA,LC,0.2,21.03183537879487,4.206367075758974,8.409705712554101e-5
other,W-Scl-207350,Fungia fungites,common mushroom coral,207350,NA,LC,0.2,21.03083920350546,4.2061678407010925,8.409307385880695e-5
fish,Fis-166920,Siphamia spinicola,Reef siphonfish,712707,NA,LC,0.2,21.021656050955414,4.204331210191083,8.405635447171187e-5
mollusk,W-Msc-426462,Conus consors,singed cone,426462,NA,LC,0.2,21.020942408376964,4.204188481675393,8.405350092899408e-5
fish,Fis-26660,Bodianus leucosticticus,Lined hogfish,218925,NA,LC,0.2,21.013880126182965,4.202776025236593,8.402526196941642e-5
mollusk,W-Msc-215557,Conus bandanus,banded marcle cone,215557,NA,LC,0.2,21.003951045581573,4.200790209116315,8.398555994420083e-5
fish,Fis-166563,Nicholsina collettei,NA,713602,NA,LC,0.2,21.00228390723823,4.200456781447646,8.397889379139146e-5
fish,Fis-64565,Thalassophryne nattereri,NA,282957,NA,LC,0.2,20.992070997308502,4.198414199461701,8.393805685755715e-5
mollusk,W-Msc-215546,Conus canonicus,canonical cone,215546,NA,LC,0.2,20.986103179135732,4.197220635827146,8.391419417811185e-5
fish,Fis-150611,Phyllogobius platycephalops,Slender spongegoby,282252,NA,LC,0.2,20.967147289651397,4.1934294579302795,8.383839791534551e-5
fish,Fis-25937,Parupeneus heptacanthus,Cinnabar goatfish,218657,NA,LC,0.2,20.958769082822453,4.191753816564491,8.380489715206863e-5
fish,Fis-35255,Arnoglossus elongatus,Long lefteye flounder,274163,NA,LC,0.2,20.949905482041586,4.189981096408317,8.376945551191781e-5
fish,Fis-31040,Siganus doliatus,Barred spinefoot,273911,NA,LC,0.2,20.94696387394312,4.189392774788624,8.375769331523634e-5
fish,Fis-25701,Heniochus acuminatus,Pennant coralfish,218765,NA,LC,0.2,20.94290056448111,4.188580112896222,8.374144592827315e-5
fish,Fis-27864,Pennahia pawak,Pawak croaker,282199,NA,LC,0.2,20.89337175792507,4.178674351585014,8.354340202010798e-5
fish,Fis-113613,Coralliozetus rosenblatti,Spikefin blenny,280397,NA,LC,0.2,20.884814398200223,4.176962879640045,8.350918490321527e-5
fish,Fis-29442,Lutjanus semicinctus,Black-banded snapper,276549,NA,LC,0.2,20.87631027253669,4.175262054507338,8.347518064591446e-5
fish,Fis-25017,Cosmocampus arctus,Snubnose pipefish,293571,NA,LC,0.2,20.85918992315248,4.171837984630496,8.340672390049771e-5
fish,Fis-35922,Branchiostegus wardi,Ward's tilefish,276744,NA,LC,0.2,20.849592953423194,4.169918590684639,8.336834984055382e-5
fish,Fis-132108,Neobythites stelliferoides,Thread brotula,276642,NA,LC,0.2,20.845761695321873,4.169152339064374,8.335303032489545e-5
fish,Fis-61523,Blenniella interrupta,Dashed-line blenny,278563,NA,LC,0.2,20.842510763652843,4.168502152730569,8.33400312793363e-5
fish,Fis-47538,Oxycheilinus orientalis,Oriental maori wrasse,278000,NA,LC,0.2,20.838986925116576,4.167797385023316,8.332594099927524e-5
fish,Fis-25810,Cheilodipterus isostigmus,Dog-toothed cardinalfish,278892,NA,LC,0.2,20.83779527559055,4.167559055118111,8.332117611706411e-5
fish,Fis-113441,Enneanectes reticulatus,Network triplefin,280683,NA,LC,0.2,20.8373063170441,4.16746126340882,8.331922098694483e-5
fish,Fis-35346,Choeroichthys cinctus,Barred shortbody pipefish,277992,NA,LC,0.2,20.82532327586207,4.165064655172414,8.327130607696797e-5
fish,Fis-21826,Scarus dimidiatus,Yellowbarred parrotfish,276044,NA,LC,0.2,20.79509035117627,4.159018070235255,8.315041791154722e-5
fish,Fis-25995,Plagiotremus rhinorhynchos,Bluestriped fangblenny,219334,NA,LC,0.2,20.788040353353196,4.15760807067064,8.312222807176463e-5
fish,Fis-28752,Hologymnosus longipes,Sidespot longface wrasse,277557,NA,LC,0.2,20.773649255070904,4.154729851014181,8.306468440082254e-5
fish,Fis-25735,Thalassoma lunare,Moon wrasse,212209,NA,LC,0.2,20.772277771673444,4.154455554334689,8.305920044207404e-5
fish,Fis-113462,Dactyloscopus pectoralis,Whitesaddle stargazer,276404,NA,LC,0.2,20.772194062273716,4.154438812454743,8.305886572501087e-5
fish,Fis-113384,Lonchopisthus sinuscalifornicus,Longtailed jawfish,281387,NA,LC,0.2,20.770491803278688,4.154098360655738,8.305205914016609e-5
fish,Fis-28211,Ichthyocampus carce,NA,281144,NA,LC,0.2,20.753602305475503,4.1507204610951005,8.29845254686631e-5
fish,Fis-35926,Plesiops cephalotaenia,Headstripe longfin,276812,NA,LC,0.2,20.753602305475503,4.1507204610951005,8.29845254686631e-5
fish,Fis-33939,Peristedion liorhynchus,Armoured gurnard,274642,NA,LC,0.2,20.749158444573418,4.149831688914683,8.296675642390739e-5
fish,Fis-142282,Dactyloscopus byersi,Notchtail stargazer,1524491,NA,LC,0.2,20.738536211521268,4.147707242304254,8.292428278698039e-5
fish,Fis-35597,Symphurus gorgonae,Gorgonian tonguefish,274246,NA,LC,0.2,20.733555767397522,4.1467111534795045,8.29043681819808e-5
fish,Fis-27428,Zenarchopterus dispar,Feathered river-garfish,220018,NA,LC,0.2,20.732187287943905,4.146437457588781,8.289889623468218e-5
fish,Fis-26728,Arothron mappa,Map puffer,219930,NA,LC,0.2,20.72240091588072,4.144480183176144,8.285976483812897e-5
fish,Fis-164713,Eviota karaspila,Eastern headspot dwarfgoby,712868,NA,LC,0.2,20.720107962213227,4.144021592442646,8.285059632515384e-5
fish,Fis-149496,Parupeneus crassilabris,NA,277814,NA,LC,0.2,20.710201869665358,4.142040373933072,8.281098621905111e-5
other,Fis-29536,Squalus mitsukurii,Shortspine spurdog,217371,NA,EN,0.8,5.176032074171522,4.140825659337217,8.278670067265942e-5
fish,Fis-26096,Lactoria cornuta,Longhorn cowfish,219904,NA,LC,0.2,20.701592169951738,4.140318433990347,8.277655981756928e-5
fish,Fis-26676,Phoxocampus belcheri,Rock pipefish,218031,NA,LC,0.2,20.69040437890974,4.138080875781948,8.27318247630473e-5
fish,Fis-143281,Scarus fuscocaudalis,Darktail parrotfish,276047,NA,LC,0.2,20.665397861156425,4.133079572231285,8.263183469969166e-5
fish,Fis-125627,Dactylagnus mundus,Giant sand stargazer,280470,NA,LC,0.2,20.6640712945591,4.132814258911821,8.26265303434666e-5
fish,Fis-163919,Malthopsis gigas,Giant triangular batfish,474939,NA,LC,0.2,20.6611320754717,4.1322264150943395,8.261477769938936e-5
fish,Fis-26938,Hypsoblennius brevipinnis,Barnaclebill blenny,276319,NA,LC,0.2,20.622357992073976,4.124471598414796,8.245973719779928e-5
fish,Fis-162811,Alionematichthys riukiuensis,Bigeye cusk,475074,NA,LC,0.2,20.58380039775809,4.116760079551618,8.23055623408072e-5
fish,Fis-144593,Siphamia tubifer,Tubifer cardinalfish,277708,NA,LC,0.2,20.57837507060817,4.115675014121634,8.228386884430372e-5
fish,Fis-31495,Pomacentrus bankanensis,Speckled damselfish,212966,NA,LC,0.2,20.56347986474024,4.112695972948049,8.22243094688992e-5
fish,Fis-35751,Synodus sechurae,Sechura lizardfish,272140,NA,LC,0.2,20.562622629169393,4.112524525833879,8.22208817609758e-5
fish,Fis-28187,Lamnostoma orientalis,Oriental worm-eel,217570,NA,LC,0.2,20.562481252624632,4.112496250524926,8.22203164583692e-5
fish,Fis-35790,Astroscopus zephyreus,Pacific stargazer,275976,NA,LC,0.2,20.535131353956164,4.107026270791233,8.211095624565953e-5
fish,Fis-25384,Sphaeramia orbicularis,Orbiculate cardinalfish,209408,NA,LC,0.2,20.5048582193139,4.10097164386278,8.198990729831248e-5
fish,Fis-166685,Fowlerichthys avalonis,Roughbar frogfish,712506,NA,LC,0.2,20.49916387959866,4.099832775919732,8.196713813890722e-5
fish,Fis-158192,Trimma fangi,Fang's pygmygoby,278494,NA,LC,0.2,20.495677233429394,4.099135446685879,8.195319657475972e-5
other,Fis-132527,Okamejei boesemani,Boeseman's skate,279180,NA,VU,0.6,6.827718223583461,4.096630934150077,8.190312435566862e-5
fish,Fis-54292,Apogon unicolor,Big red cardinalfish,273111,NA,LC,0.2,20.480744892424518,4.096148978484904,8.189348871227944e-5
fish,Fis-62593,Heteroclinus roseus,Rosy weedfish,281066,NA,LC,0.2,20.471801925722147,4.094360385144429,8.185772972272402e-5
fish,Fis-29009,Ichthyapus selachops,Smiling snake-eel,279113,NA,LC,0.2,20.469247311827957,4.093849462365592,8.184751494561476e-5
fish,Fis-35338,Trimma taylori,Yellow pygmygoby,219588,NA,LC,0.2,20.46814404432133,4.093628808864266,8.184310346421722e-5
fish,Fis-147799,Photoblepharon palpebratum,Eyelight fish,276188,NA,LC,0.2,20.455351862803074,4.091070372560615,8.179195315800163e-5
fish,Fis-47588,Psettina variegata,NA,278144,NA,LC,0.2,20.454957678355502,4.0909915356711,8.17903769878097e-5
fish,Fis-24760,Lythrypnus dalli,Bluebanded goby,281457,NA,LC,0.2,20.45314192849404,4.090628385698809,8.178311660291821e-5
fish,Fis-121781,Enneapterygius flavoccipitis,Yellownape tripplefin,277307,NA,LC,0.2,20.414731696478167,4.082946339295634,8.162953098293466e-5
fish,Fis-34867,Amphiprion sebae,Sebae anemonefish,212772,NA,LC,0.2,20.407185628742514,4.081437125748503,8.159935757780815e-5
fish,Fis-31113,Paracheilinus mccoskeri,McCosker's flasher,219042,NA,LC,0.2,20.407185628742514,4.081437125748503,8.159935757780815e-5
fish,Fis-165065,Sunagocia carbunculus,Papillose flathead,712557,NA,LC,0.2,20.407185628742514,4.081437125748503,8.159935757780815e-5
fish,Fis-35690,Syacium latifrons,Beach flounder,275840,NA,LC,0.2,20.407163053722904,4.081432610744581,8.159926731023616e-5
fish,Fis-132669,Gobiesox pinniger,NA,275677,NA,LC,0.2,20.401449679397825,4.0802899358795655,8.157642203980009e-5
fish,Fis-32739,Bathygobius ramosus,Panamic frillfin,277636,NA,LC,0.2,20.38436430220524,4.076872860441048,8.150810513279229e-5
fish,Fis-23620,Lutjanus boutton,Moluccan snapper,276527,NA,LC,0.2,20.377758357002403,4.075551671400481,8.148169086408557e-5
fish,Fis-24464,Bellator xenisma,Splitnose searobin,276277,NA,LC,0.2,20.372340425531913,4.074468085106383,8.146002693965055e-5
mollusk,W-Msc-181387,Bathypolypus pugniger,NA,181387,NA,LC,0.2,20.371457952468006,4.074291590493601,8.145649831809515e-5
fish,Fis-22794,Lutjanus rivulatus,Blubberlip snapper,218494,NA,LC,0.2,20.36918948421723,4.073837896843446,8.144742771152957e-5
fish,Fis-48324,Johnius grypotus,NA,276111,NA,LC,0.2,20.35446584938704,4.070893169877408,8.138855437322556e-5
fish,Fis-123779,Allenbatrachus grunniens,Grunting toadfish,221345,NA,LC,0.2,20.353025936599423,4.0706051873198845,8.138279679545e-5
other,W-Scl-207494,Plesiastrea versipora,small knob coral,207494,NA,LC,0.2,20.34699505515405,4.06939901103081,8.135868195372106e-5
fish,Fis-35785,Prionotus albirostris,Whitesnout searobin,276278,NA,LC,0.2,20.33260937015203,4.066521874030406,8.130115992810533e-5
fish,Fis-35673,Phaenomonas pinnata,Elastic eel,277572,NA,LC,0.2,20.326056003796868,4.065211200759374,8.127495589907941e-5
fish,Fis-25838,Inimicus didactylus,Bearded ghoul,212580,NA,LC,0.2,20.313630626840556,4.062726125368111,8.122527228293837e-5
other,W-Scl-207369,Echinophyllia orpheensis,NA,207369,NA,LC,0.2,20.311541565778853,4.0623083131557705,8.121691904679512e-5
fish,Fis-163987,Arothron stellatus,Stellate puffer,NA,NA,LC,0.2,20.305952976488243,4.061190595297648,8.119457273681508e-5
fish,Fis-27694,Gymnothorax reevesii,Reeve's moray,271881,NA,LC,0.2,20.298901870330443,4.059780374066089,8.116637846528953e-5
mollusk,W-Msc-341951,Octopus bimaculatus,California two-spot octopus,341951,NA,LC,0.2,20.287830935392055,4.057566187078411,8.112211066691728e-5
fish,Fis-138094,Mastigopterus imperator,NA,278715,NA,LC,0.2,20.273755744981734,4.054751148996347,8.10658301725776e-5
fish,Fis-168124,Enneanectes glendae,Slender triplefin,835052,NA,LC,0.2,20.266617429837517,4.053323485967503,8.103728719068126e-5
fish,Fis-138390,Scolopsis lineata,Striped monocle bream,276786,NA,LC,0.2,20.264191552327144,4.052838310465429,8.102758717373576e-5
fish,Fis-26343,Plectorhinchus lineatus,Yellowbanded sweetlips,273489,NA,LC,0.2,20.26195924594094,4.052391849188188,8.101866116255789e-5
fish,Fis-113495,Gillellus semicinctus,Half-banded stargazer,280849,NA,LC,0.2,20.257637542616486,4.051527508523297,8.100138057221422e-5
fish,Fis-25572,Epinephelus maculatus,Highfin grouper,273860,NA,LC,0.2,20.24862096138692,4.049724192277384,8.096532723054988e-5
mollusk,W-Msc-208934,Littoraria undulata,undulate periwinkle,208934,NA,LC,0.2,20.23713202094997,4.047426404189994,8.091938801208243e-5
fish,Fis-35788,Prionotus ruscarius,Common searobin,276290,NA,LC,0.2,20.234241245136186,4.046848249027238,8.090782907134472e-5
fish,Fis-17284,Pareques viola,Gungo highhat,282144,NA,LC,0.2,20.23410310619613,4.046820621239227,8.090727671449502e-5
mollusk,W-Msc-341983,Octopus hubbsorum,Hubb's octopus,341983,NA,LC,0.2,20.231807511737088,4.046361502347418,8.089809764215624e-5
fish,Fis-26226,Parupeneus spilurus,Blackspot goatfish,277825,NA,LC,0.2,20.205584338177985,4.041116867635597,8.079324270747772e-5
fish,Fis-171143,Trimma capostriatum,Spotted redlined pygmygoby,1012333,NA,LC,0.2,20.193302325581396,4.038660465116279,8.07441323423408e-5
fish,Fis-31867,Chaetodon flavirostris,Black butterflyfish,273337,NA,LC,0.2,20.143903715332286,4.0287807430664575,8.054660903192968e-5
fish,Fis-124168,Callechelys eristigma,Spotted ridgefin eel,275466,NA,LC,0.2,20.135998392928887,4.027199678585777,8.051499912543407e-5
fish,Fis-35295,Synchiropus morrisoni,Morrison's dragonet,273251,NA,LC,0.2,20.133790279508634,4.026758055901727,8.05061698512838e-5
fish,Fis-28987,Muraena argus,Argus moray,271896,NA,LC,0.2,20.084023970419484,4.016804794083897,8.030717627497342e-5
fish,Fis-59870,Helcogramma obtusirostris,Hotlips triplefin,219182,NA,LC,0.2,20.081993859490698,4.01639877189814,8.029905875447774e-5
mollusk,W-Msc-341942,Octopus alecto,snakearm octopus,341942,NA,LC,0.2,20.079472019799258,4.015894403959852,8.028897502698687e-5
fish,Fis-32761,Uranoscopus oligolepis,NA,219170,NA,LC,0.2,20.07348703170029,4.014697406340058,8.026504369256029e-5
fish,Fis-52662,Parapercis punctulata,Spotted sandperch,219157,NA,LC,0.2,20.050505050505052,4.01010101010101,8.01731488602442e-5
other,W-Scl-207260,Psammocora digitata,NA,207260,NA,LC,0.2,20.03303234655389,4.006606469310778,8.010328320392589e-5
fish,Fis-138820,Scorpaenopsis papuensis,Papuan scorpionfish,277533,NA,LC,0.2,20.032627541638206,4.006525508327641,8.010166456715425e-5
sea turtle,Rep-5337,Laticauda colubrina,yellow-lipped sea krait,344083,NA,LC,0.2,20.02749220956985,4.0054984419139705,8.008113063340415e-5
fish,Fis-150563,Plectorhinchus gibbosus,Harry hotlips,NA,9815299,LC,0.2,20.014815219768206,4.002963043953641,8.00304409281869e-5
fish,Fis-26441,Valenciennea longipinnis,Long-finned goby,277032,NA,LC,0.2,19.981548581303304,3.996309716260661,7.989742227598795e-5
fish,Fis-24227,Ophichthus triserialis,Pacific snake eel,271987,NA,LC,0.2,19.966995335655664,3.993399067131133,7.983923024906548e-5
fish,Fis-5681,Chlorurus gibbus,Heavybeak parrotfish,219088,NA,LC,0.2,19.96660362333267,3.993320724666534,7.983766396381218e-5
fish,Fis-51872,Paragobiodon modestus,Warthead goby,219538,NA,LC,0.2,19.963465364442033,3.992693072888407,7.982511544712559e-5
fish,Fis-26422,Amblygobius decussatus,Orange-striped goby,278651,NA,LC,0.2,19.958798087867063,3.991759617573413,7.980645306138148e-5
fish,Fis-29040,Menticirrhus nasus,Highfin king croaker,276146,NA,LC,0.2,19.957512315270936,3.9915024630541875,7.980131182242066e-5
fish,Fis-56937,Butis humeralis,NA,278991,NA,LC,0.2,19.946685878962537,3.9893371757925076,7.975802166650723e-5
fish,Fis-25647,Amblyglyphidodon curacao,Staghorn damselfish,277597,NA,LC,0.2,19.942857142857143,3.988571428571429,7.974271223520108e-5
fish,Fis-132413,Erotelis armiger,Flathead sleeper,280709,NA,LC,0.2,19.94258838793383,3.9885176775867666,7.974163760249635e-5
fish,Fis-28983,Gymnothorax dovii,Finespotted moray,271831,NA,LC,0.2,19.941558441558442,3.9883116883116885,7.97375193000464e-5
fish,Fis-25734,Thalassoma jansenii,Jansen's wrasse,273582,NA,LC,0.2,19.904141797793454,3.980828359558691,7.958790660236798e-5
fish,Fis-55967,Symphurus elongatus,Elongate tonguefish,274241,NA,LC,0.2,19.86673553719008,3.9733471074380162,7.943833542238496e-5
fish,Fis-28984,Gymnothorax equatorialis,Spottail moray,271832,NA,LC,0.2,19.85980198019802,3.9719603960396044,7.941061117825968e-5
mollusk,W-Msc-534130,Paroctopus digueti,Diguet's pygmy octopus,534130,NA,LC,0.2,19.85183950205624,3.970367900411248,7.937877273111087e-5
fish,Fis-28576,Pseudochromis bitaeniatus,Double-striped dottyback,278166,NA,LC,0.2,19.84870317002882,3.969740634005764,7.936623191910259e-5
fish,Fis-58786,Meiacanthus bundoon,Bundoon blenny,279305,NA,LC,0.2,19.836514471057885,3.9673028942115773,7.931749467410313e-5
other,W-Scl-288254,Acropora tenella,NA,288254,NA,LC,0.2,19.832688367857955,3.966537673571591,7.930219577062762e-5
mollusk,W-Msc-153083,Rossia palpebrosa,warty bobtail squid,153083,NA,LC,0.2,19.808746998896893,3.9617493997793787,7.920646476870032e-5
other,W-Scl-716608,Danafungia horrida,NA,716608,NA,LC,0.2,19.79792463134899,3.959584926269798,7.916319088197016e-5
mollusk,W-Msc-426496,Conus fergusoni,NA,426496,NA,LC,0.2,19.770524233432244,3.954104846686449,7.905362874498279e-5
mollusk,W-Msc-428134,Conus gladiator,NA,428134,NA,LC,0.2,19.76950015918497,3.9539000318369943,7.904953392258985e-5
fish,Fis-30335,Myrophis vafer,Pacific worm eel,275496,NA,LC,0.2,19.76537393791537,3.9530747875830743,7.903303497898496e-5
fish,Fis-23679,Ophisurus serpens,Serpent eel,126317,NA,LC,0.2,19.747532894736842,3.9495065789473687,7.89616964961402e-5
fish,Fis-56764,Diancistrus longifilis,Twinhook cusk,280534,NA,LC,0.2,19.741153224357824,3.9482306448715647,7.893618700090863e-5
fish,Fis-113645,Ekemblemaria myersi,Reefsand blenny,280594,NA,LC,0.2,19.735139022051772,3.9470278044103546,7.891213885172017e-5
fish,Fis-113904,Microgobius brevispinis,Balboa goby,275710,NA,LC,0.2,19.734811452513966,3.9469622905027935,7.891082904524644e-5
fish,Fis-158895,Ogilbia davidsmithi,Cortez brotula,281846,NA,LC,0.2,19.7272066542841,3.94544133085682,7.888042080271092e-5
fish,Fis-31490,Chromis weberi,Weber's chromis,212817,NA,LC,0.2,19.726452905811623,3.945290581162325,7.887740689416674e-5
fish,Fis-61706,Sphoeroides lispus,Naked puffer,275278,NA,LC,0.2,19.715996967399544,3.943199393479909,7.883559819634722e-5
fish,Fis-158897,Ogilbia nigromarginata,Blackmargin brotula,281852,NA,LC,0.2,19.706545366717656,3.941309073343531,7.879780540327154e-5
fish,Fis-171154,Eviota teresae,Terry's dwarfgoby,889535,NA,LC,0.2,19.70612620912022,3.9412252418240445,7.879612937643979e-5
fish,Fis-132114,Neobythites unimaculatus,Onespot cusk,276646,NA,LC,0.2,19.703817379627854,3.940763475925571,7.878689738302524e-5
other,W-Scl-207415,Cyphastrea chalcidicum,NA,207415,NA,LC,0.2,19.692616226071102,3.9385232452142205,7.874210889768536e-5
mollusk,W-Msc-426504,Conus floridulus,NA,426504,NA,LC,0.2,19.691821361312886,3.9383642722625773,7.873893058320281e-5
marine mammal,ITS-Mam-180443,Lagenorhynchus acutus,Atlantic white-sided dolphin,1571853,NA,LC,0.2,19.69141369763085,3.93828273952617,7.87373005154822e-5
fish,Fis-28956,Haemulopsis leuciscus,Raucous grunt,280975,NA,LC,0.2,19.687865022712526,3.9375730045425055,7.872311092565558e-5
fish,Fis-35570,Aulopus bajacali,Eastern Pacific flagfin,272041,NA,LC,0.2,19.68591987553481,3.9371839751069624,7.871533313782224e-5
mollusk,W-Msc-215520,Conus generalis,general cone,215520,NA,LC,0.2,19.671550009043226,3.9343100018086457,7.86578743634707e-5
fish,Fis-32329,Argyripnus ephippiatus,Gilbert & Cramer's bristle-mouth fish,274965,NA,LC,0.2,19.662079953650057,3.9324159907300116,7.862000777812339e-5
fish,Fis-124812,Holtbyrnia cyanocephala,NA,272942,NA,LC,0.2,19.63943661971831,3.9278873239436622,7.85294670472326e-5
fish,Fis-26487,Pseudochromis marshallensis,Marshall Is. dottyback,278188,NA,LC,0.2,19.638351172853564,3.927670234570713,7.85251268227421e-5
fish,Fis-21662,Grammatorcynus bilineatus,Double-lined mackerel,278434,NA,LC,0.2,19.624425234504322,3.9248850469008647,7.846944312173407e-5
fish,Fis-32463,Eviota spilota,Spottedfin dwarfgoby,278610,NA,LC,0.2,19.612158945248122,3.9224317890496248,7.842039562731819e-5
fish,Fis-26478,Scorpaenodes albaiensis,Longfingered scorpionfish,218098,NA,LC,0.2,19.61111755831496,3.9222235116629918,7.841623157911076e-5
other,W-Scl-207373,Mycedium elephantotus,Chinese lettuce coral,207373,NA,LC,0.2,19.61011832890606,3.9220236657812126,7.841223610029648e-5
fish,Fis-26181,Centropyge tibicen,Keyhole angelfish,278851,NA,LC,0.2,19.5857608581344,3.91715217162688,7.831484129028462e-5
fish,Fis-33853,Pomacentrus taeniometopon,Brackish damsel,277175,NA,LC,0.2,19.582564659070357,3.9165129318140717,7.830206109633426e-5
fish,Fis-10984,Haemulon maculicauda,Spottail grunt,275729,NA,LC,0.2,19.57609188453982,3.9152183769079643,7.827617931856016e-5
fish,Fis-28520,Neopomacentrus nemurus,Coral demoiselle,278914,NA,LC,0.2,19.573297002724797,3.9146594005449593,7.826500381573675e-5
fish,Fis-47217,Solenostomus armatus,Armored pipefish,278938,NA,LC,0.2,19.57122093023256,3.914244186046512,7.825670251516874e-5
fish,Fis-139086,Parablennius intermedius,NA,273130,NA,LC,0.2,19.570605187319885,3.914121037463977,7.825424043014528e-5
fish,Fis-33831,Parma oligolepis,Big-scale parma,282158,NA,LC,0.2,19.570605187319885,3.914121037463977,7.825424043014528e-5
fish,Fis-113413,Eucinostomus dowii,Dow's mojarra,276417,NA,LC,0.2,19.562153504989528,3.9124307009979056,7.822044587066239e-5
other,W-Scl-291010,Sandalolitha robusta,irregular boomerang coral,291010,NA,LC,0.2,19.556344438376115,3.9112688876752233,7.819721796886327e-5
fish,Fis-54034,Trichonotus filamentosus,NA,279120,NA,LC,0.2,19.55540613232921,3.9110812264658423,7.819346609577152e-5
fish,Fis-25765,Amblyglyphidodon aureus,Golden damselfish,277595,NA,LC,0.2,19.551745254133497,3.9103490508266994,7.817882785440029e-5
fish,Fis-31509,Sphyraena forsteri,Bigeye barracuda,212047,NA,LC,0.2,19.550881787307173,3.9101763574614345,7.817537523042756e-5
fish,Fis-27883,Hoplostethus melanopus,Smallscale slimehead,217893,NA,LC,0.2,19.543682833119885,3.9087365666239773,7.814658977967499e-5
fish,Fis-58253,Sueviota lachneri,Lancher's dwarfgoby,219572,NA,LC,0.2,19.543506614495993,3.9087013228991987,7.814588515892206e-5
fish,Fis-29444,Macolor macularis,Midnight snapper,218500,NA,LC,0.2,19.529230331213817,3.9058460662427636,7.808880058265479e-5
mollusk,W-Msc-215517,Conus betulinus,beech cone,215517,NA,LC,0.2,19.513123578047832,3.9026247156095666,7.802439676260242e-5
fish,Fis-113926,Ctenogobius manglicola,NA,276485,NA,LC,0.2,19.509046304814476,3.9018092609628954,7.800809354066071e-5
fish,Fis-127137,Echiodon exsilium,Nocturnal pearlfish,272782,NA,LC,0.2,19.501195110291608,3.900239022058322,7.797670006774684e-5
mollusk,W-Msc-428247,Conus praecellens,Sowerby's cone,428247,NA,LC,0.2,19.487203663793103,3.897440732758621,7.792075442846896e-5
fish,Fis-27124,Genicanthus melanospilos,Spotbreast angelfish,279093,NA,LC,0.2,19.483875968992248,3.8967751937984496,7.79074484409161e-5
fish,Fis-29021,Cyclopsetta panamensis,God's flounder,275702,NA,LC,0.2,19.480548801667247,3.8961097603334496,7.789414456250714e-5
fish,Fis-35563,Atherinella eriarcha,Longfin silverside,279800,NA,LC,0.2,19.473629916183107,3.8947259832366217,7.786647898328758e-5
fish,Fis-29028,Nicholsina denticulata,Loosetooth parrotfish,276038,NA,LC,0.2,19.441801362203925,3.888360272440785,7.773921059828922e-5
fish,Fis-163615,Apogonichthyoides niger,NA,475088,NA,LC,0.2,19.440406976744185,3.8880813953488373,7.773363506426898e-5
fish,Fis-160987,Nectamia fusca,Ghost cardinalfish,398505,NA,LC,0.2,19.436125454197743,3.8872250908395487,7.771651513917981e-5
other,SLB-88366,Holothuria coluber,snake fish,241820,NA,LC,0.2,19.43295194508009,3.8865903890160185,7.770382567234305e-5
fish,Fis-29078,Canthigaster punctatissima,Spotted sharpnosed puffer,275264,NA,LC,0.2,19.426095299008633,3.885219059801727,7.767640896115377e-5
fish,Fis-26663,Bhanotia fasciolata,Corrugated pipefish,279908,NA,LC,0.2,19.416805787423485,3.883361157484697,7.763926429106795e-5
fish,Fis-142281,Dactylagnus parvus,Panamic stargazer,280471,NA,LC,0.2,19.412356041382004,3.8824712082764012,7.762147171422884e-5
fish,Fis-26178,Canthigaster compressa,Compressed toby,275249,NA,LC,0.2,19.40373661426293,3.880747322852586,7.758700641713198e-5
fish,Fis-113545,Paraclinus sini,Flapscale blenny,282033,NA,LC,0.2,19.400712377560108,3.880142475512022,7.757491382501258e-5
other,W-Scl-716549,Pleuractis granulosa,NA,716549,NA,LC,0.2,19.398461820179456,3.8796923640358916,7.756591483613708e-5
fish,Fis-64694,Ogcocephalus notatus,NA,275909,NA,LC,0.2,19.387342788332887,3.8774685576665777,7.752145471938834e-5
fish,Fis-113553,Starksia spinipenis,Phallic blenny,276386,NA,LC,0.2,19.387146929256286,3.8774293858512574,7.752067156510546e-5
fish,Fis-171165,Eviota bipunctata,Variable dwarfgoby,1006807,NA,LC,0.2,19.379654859218892,3.8759309718437787,7.749071407301905e-5
fish,Fis-26112,Choerodon schoenleinii,Blackspot tuskfish,218951,NA,NT,0.4,9.684920634920635,3.873968253968254,7.745147384639913e-5
fish,Fis-31897,Nemateleotris decora,Elegant firefish,219612,NA,LC,0.2,19.363432908436312,3.8726865816872627,7.742584962837692e-5
fish,Fis-142283,Dactyloscopus lunaticus,Moonstruck stargazer,276401,NA,LC,0.2,19.34462444771723,3.8689248895434463,7.735064286838435e-5
fish,Fis-32757,Labrisomus xanti,Largemouth blenny,281266,NA,LC,0.2,19.31199585584252,3.8623991711685046,7.722017548380317e-5
fish,Fis-113814,Parrella maxillaris,Doublestripe goby,282174,NA,LC,0.2,19.30124653739612,3.8602493074792243,7.717719368829335e-5
other,Fis-23070,Carcharhinus sorrah,Spot-tail shark,217339,2418184,NT,0.4,9.649450549450549,3.8597802197802196,7.716781531158261e-5
